SALESFORCE CONTACT ID,CLEANED PRACTICE AREAS.1,ERROR
0030e00002EMDVOAA5, Environment/Natural Resources;Tr;Labor and Employment;Global Technology;Technology and Science;Corporate;Energy;Copyright;Business;Patent;Contracts;Occupational Safety and Health;Environmental and Land Use;Intellectual Property;Biotechnology and Genomics,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDaiAAH,Criminal;Family;Real Estate;Estate Planning,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDalAAH,Family;Child and Family,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDg1AAH,Product Liability;Admiralty and Maritime;Personal Injury;Medical Malpractice;Trial;Legal Malpractice;Professional Liability,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDgFAAX,Criminal;General Practice;Litigation/Trial Advocacy/Advocacy,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDgJAAX,General Practice;Litigation/Trial Advocacy/Advocacy,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDleAAH,Commercial Litigation;Tax;Bankruptcy,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDloAAH,Insurance;Family;Personal Injury;Medical Malpractice;Military;Marital and Family;Mediation,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDltAAH,Real Estate/Land Development;Real Estate,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDr5AAH,Real Estate/Land Development;Estate Planning; Trusts and Estates;Wills;Real Estate,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDrGAAX,Probate and Trust Litigation;Immigration and Nationality,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMKiJAAX, Insurance; Bankruptcy; Securities; Business Transactional;Business Litigation; General Practice,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMKiaAAH, Business Litigation;Personal Injury,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMKv6AAH,Insurance;Civil Litigation;Civil Trial;Personal Injury;Workers' Compensation;Trial;Litigation/Trial Advocacy/Advocacy,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMKv9AAH,Entertainment;Commercial Litigation; Arts and Sports;Insurance,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMKvGAAX,T;Business and Taxation;Probate and Trust Litigation;General Practice;Civil Litigation;Civil Trial;Research;Guardianship;Business;Law and Economics;Contracts;Commercial Litigation;Intercultural/International Human Rights;Litigation/Trial Advocacy/Advocacy,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMKvIAAX,Civil Litigation;Personal Injury;Civil Rights;Trial;Contracts;Litigation/Trial Advocacy/Advocacy,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0034y00002CSqGeAAL, Personal Injury; Employment;General Practice; Criminal; Family,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0034y00002CSljWAAT, Health and Elder Care; Insurance; Bankruptcy; Personal Injury; Employment; Transportation; Business Transactional;Business Litigation; General Practice; Family,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMKvLAAX,Personal Injury;Criminal;Civil Trial;Litigation/Trial Advocacy/Advocacy,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMKvUAAX,Constitutional;Dispute Resolution;City/County/Local Government;Corporate;Civil Litigation;Civil Trial;Education;Appellate Practice;Business;Equ;Civil Rights;Consumer;Entertainment;Contracts;Commercial Litigation; Arts and Sports;Environmental and Land Use,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0013000000Cbd02AAB

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMD09AAH,Insurance;Civil Litigation;Civil Trial;Personal Injury;Trial;Litigation/Trial Advocacy/Advocacy,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMD0DAAX,Criminal;Health;Civil Litigation,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0033000000HXrVnAAL, Construction; Employment; Real Estate;Business Litigation; General Practice,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMD0JAAX,Trusts and Estates;Elder;Estate Planning,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMD0MAAX,Aviation;Professional Liability;Construction;Product Liability,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMD5DAAX,Debtor and Creditor;Real Estate;Consumer,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMD5MAAX,Banking;Civil Litigation;Debtor and Creditor;Bankruptcy;Commercial Litigation,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMD5NAAX,General Practice;Civil Trial;Bankruptcy;Contracts;Real Estate,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0033000000HXpm5AAD,General Practice; Criminal,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDBBAA5,Criminal;Criminal Appellate,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMLGjAAP,Medical Malpractice;Personal Injury,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMLGkAAP,Commercial Litigation;Construction;Personal Injury,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMLGoAAP,Administrative;Corporate;Civil Litigation;Real Estate/Land Development;Debtor and Creditor;Business;Bankruptcy;Contracts;Commercial Litigation;Real Estate,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMLGsAAP,Probate and Trust Litigation;Trusts and Estates;Estate Planning; Trusts and Estates;Wills;Real Estate,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMLGvAAP,Civil Litigation;Estate Planning;Debtor and Creditor;Guardianship;Real Estate;Bankruptcy;Mediation,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMLGxAAP,Personal Injury;Civil Litigation;Litigation/Trial Advocacy/Advocacy,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDF0AAP,Contracts;Business;Corporate;Real Estate/Land Development,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDFAAA5,Wills; Trusts and Estates;Tax,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDFDAA5,Government;Corporate;Civil Litigation;Consumer,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDKmAAP,Child and Family;General Practice;Family;Personal Injury;Business;Marital and Family;Commercial Litigation;Real Estate,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDKoAAP,Corporate;Estate Planning;Personal Injury,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDKuAAP,Contracts;Business;Commercial Litigation;Corporate,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDQ3AAP,Banking;Litigation/Trial Advocacy/Advocacy,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDVaAAP,Criminal Appellate;Personal Injury;Civil Rights;Entertainment;Criminal; Arts and Sports,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDVhAAP,Constitutional;Criminal;Appellate Practice,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDVlAAP,Commercial Litigation;Admiralty and Maritime;Intellectual Property,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDb0AAH,Product Liability;Civil Litigation;Civil Trial;Personal Injury;Medical Malpractice,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDb5AAH,Family;Criminal;Child and Family,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDgVAAX,Zoning;Banking;Mergers and Acquisitions; Planning and Land Use;Finance and Investments;Real Estate/Land Development;Trademark;Copyright;Business;Securities;Contracts;Real Estate;Intellectual Property,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDm0AAH,Civil Litigation;Business;Consumer;Commercial Litigation;Real Estate;Litigation/Trial Advocacy/Advocacy,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDlyAAH,Constitutional;;Child and Family;Arbitration;Criminal;City/County/Local Government;Eminent Domain;American and International;Civil Litigation;Civil Trial;Corporate;Elder;Appellate Practice;Business;Comparative;Entertainment;Contracts;Commercial Litigation,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDrbAAH,Trusts and Estates;Corporate;Real Estate/Land Development;Estate Planning; Trusts and Estates;Business;Wills;Contracts;Real Estate,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMKijAAH,Tax;Business and Taxation;Estate Planning,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMKiuAAH,Dispute Resolution;Civil Litigation;Debtor and Creditor;Business;Consumer;Bankruptcy;Contracts;Commercial Litigation;Real Estate,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMKixAAH,Family;Civil Litigation;Civil Trial;Personal Injury;Medical Malpractice;Legal Malpractice;Commercial Litigation,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMKvVAAX,Product Liability;Personal Injury;Medical Malpractice;Trial;Professional Liability,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMKvZAAX,Wills; Trusts and Estates;Tax,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMKviAAH,Wills; Trusts and Estates;Tax;Estate Planning,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMKvkAAH,Product Liability;Civil Trial;Personal Injury,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMKvlAAH,Criminal;Family;Civil Litigation,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMD0RAAX,Trial;Family;Real Estate;Marital and Family,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMD0SAAX,Tax;Mergers and Acquisitions;Probate and Trust Litigation;Corporate;Estate Planning; Trusts and Estates;Wills;Real Estate,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMD0XAAX,Business;International Business;Commercial Litigation;Corporate,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0033000000HXnZcAAL, Health and Elder Care; Insurance; General Practice;Personal Injury,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMD0fAAH,Insurance;Corporate;Civil Litigation;Construction;Contracts;Commercial Litigation,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMD0gAAH,Dispute Resolution;Arbitration;General Practice;Corporate;Trademark;Copyright;Business;Contracts;Commercial Litigation;Litigation/Trial Advocacy/Advocacy,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMD0hAAH,Business;International Business;Commercial Litigation;Corporate,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMD0iAAH,Labor and Employment;Insurance;Admiralty and Maritime;Civil Litigation;Personal Injury,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMD5UAAX,Insurance;Commercial Litigation;Personal Injury,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMD5bAAH, Insurance;Appellate; Personal Injury; Litigation; Torts; Legal Research and Writing,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMD5cAAH,Labor and Employment;Insurance;Admiralty and Maritime;Civil Litigation;Personal Injury,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMD5gAAH, Bankruptcy; Real Estate; Business Transactional;Business Litigation; General Practice,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0033000000HXmMjAAL, Criminal;Family; General Practice; Employment,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMD5kAAH, Health and Elder Care; Bankruptcy; Wills and Trusts; Real Estate; Business Transactional;Business Litigation; General Practice,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0036000001RgxJjAAJ, General Practice;Immigration,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDBRAA5,Insurance;Civil Trial;Personal Injury,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDBWAA5,Criminal Appellate;Civil Rights,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0036000001RgxJqAAJ,Real Estate; General Practice; Tax,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDBcAAP,Business and Taxation;Trusts and Estates;Civil Litigation;Estate Planning; Trusts and Estates;Business;Wills;Contracts;Tax;Litigation/Trial Advocacy/Advocacy,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMLH6AAP,Insurance;Civil Litigation;Personal Injury;Medical Malpractice;Legal Malpractice;Professional Liability,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0033000000HXmN4AAL, General Practice; Criminal;Immigration,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMLH8AAP,Admiralty and Maritime;Personal Injury,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMLHDAA5,Criminal;Criminal Appellate,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMLHOAA5,Product Liability;Insurance;Civil Litigation;Civil Trial;Personal Injury;Medical Malpractice;Workers' Compensation;Toxic Torts;Contracts;Legal Malpractice;Research,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMLHPAA5,International;International Business;American Law for Foreign Lawyers;Copyright;Business;Media;Trademark;Entertainment;Contracts;Internet; Arts and Sports;Intellectual Property,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMLHQAA5,Trademark;Copyright;Patent;Trial;Intellectual Property,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDFQAA5,Corporate;Civil Litigation;Construction;Business;Contracts;Commercial Litigation,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDFSAA5,Securities;Corporate,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDFUAA5,Arbitration;Labor and Employment;Construction;Health;Business;Contracts;Commercial Litigation;Litigation/Trial Advocacy/Advocacy,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDL8AAP,Contracts;Business;Commercial Litigation;Civil Litigation,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDLAAA5,Child and Family;Family;Criminal Appellate;Civil Litigation;Civil Trial;Personal Injury;Trial;Criminal;Marital and Family,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDLIAA5,Law; Religion and Culture;General Practice;Family;Estate Planning;Guardianship;Health; Trusts and Estates;Wills;Elder;Marital and Family;Real Estate,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDLKAA5,Family;Child and Family;Civil Litigation,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDLNAA5,Child and Family;General Practice;Family;Mediation;Adoption,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDQTAA5,Labor and Employment;Equal Opportunities;City/County/Local Government;Government;Government and Administrative,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDQQAA5,Family;Marital and Family;Immigration and Nationality;Personal Injury,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDQeAAP,General Practice;Real Estate/Land Development;Estate Planning;Real Estate;Environmental and Land Use,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDQfAAP,Child and Family;Family;Trial;Criminal;Marital and Family,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDW1AAP,Personal Injury;Civil Litigation;Trial;Litigation/Trial Advocacy/Advocacy,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0033000000HXrWQAA1,General Practice; Environmental; Administrative; Transportation; Government,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDW6AAP,Immigration and Nationality;Trusts and Estates;General Practice;Family;Corporate;Estate Planning;American Law for Foreign Lawyers;Business;Marital and Family;Government and Administrative,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDWCAA5,Wills; Trusts and Estates;Civil Litigation,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDWDAA5,Criminal;Criminal Appellate;Trial,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDbJAAX,Debtor and Creditor;Business;Contracts;Commercial Litigation;Real Estate;Litigation/Trial Advocacy/Advocacy,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDbOAAX,International;Administrative;Civil Litigation;Immigration and Nationality,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
0030e00002EMDbPAAX,Arbitration;Health Administration;Government Administration and Regulation;Government and Public Policy;Health;Government and Administrative,"ContactBillingCounty: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0010e00001JRDQ7AAP

Trigger.ContactBillingCounty: line 62, column 1"
