Salesforce Contact Id,Cleaned Practice Areas.1
0030e00002EMDfNAAX,Family;Civil Litigation;Consumer;Bankruptcy;Marital and Family
0030e00002EMDfPAAX,Aviation;Arbitration;International Business;Probate and Trust Litigation;Civil Litigation;Antitrust and Trade Regulation;Civil Trial;Personal Injury; Trusts and Estates;Business;Securities;Trial;Wills;Criminal;Commercial Litigation
0030e00002EMDfRAAX, Bankruptcy;General Practice; Real Estate; Environmental; Consumer
0030e00002EMDfVAAX,Mergers and Acquisitions;Finance and Investments;Civil Litigation;Civil Trial;Appellate Practice;Business;Securities;Litigation/Trial Advocacy/Advocacy
0030e00002EMDl3AAH,Trial;Family;Marital and Family;Bankruptcy
0030e00002EMDl4AAH,Trusts and Estates;Estate Planning; Trusts and Estates;Appellate Practice;Wills;Elder;Mediation;Adoption
0030e00002EMKhcAAH, Civil Litigation;Business/ Commercial; Corporate; Real Property/ Land Use
0030e00002EMKhdAAH,Appellate; Personal Injury; Real Property; Torts; Civil Rights
0030e00002EMKhgAAH,Dispute Resolution; Education
0030e00002EMKhiAAH, Litigation; Labor;Civil Litigation; Employment
0030e00002EMKhjAAH, Criminal; Constitutional; Human Rights;Civil Rights
0030e00002EMKhkAAH,Litigation; Torts; Personal Injury
0030e00002EMKhmAAH, Civil Litigation;Appellate; Personal Injury; Employment
0036000001RgyBQAAZ, Intellectual Property; Bankruptcy;Cyberspace; Business Transactional; General Practice; Government; Business Litigation
0036000001SNM5BAAX, General Practice; Business Transactional; Business Litigation;Bankruptcy
0030e00002EMCzYAAX,Arbitration;Labor and Employment;Probate and Trust Litigation;Civil Litigation;Civil Trial;Debtor and Creditor;Appellate Practice;Business;Contracts;Commercial Litigation
0030e00002EMCzdAAH,Insurance;General Practice;Civil Litigation;Civil Trial;Personal Injury;Appellate Practice;Business;Bankruptcy;Trial;Criminal;Commercial Litigation
0030e00002EMCzhAAH,Zoning; Planning and Land Use;Construction;Business;Real Estate;Environmental and Land Use
0030e00002EMCzlAAH,Probate and Trust Litigation;Estate Planning
0030e00002EMD4YAAX,General Practice;Civil Litigation;Debtor and Creditor;Business;Contracts
0030e00002EMD4VAAX,Dispute Resolution;Banking;Insurance;General Practice;Corporate;Civil Litigation;Personal Injury;Debtor and Creditor;Real Estate;Consumer;Trial;Contracts;Commercial Litigation;Mediation;Litigation/Trial Advocacy/Advocacy
0030e00002EMD4WAAX,Arbitration;Probate and Trust Litigation;Appellate Practice;Legal Malpractice;Commercial Litigation
0030e00002EMD4XAAX,Real Estate/Land Development;Construction;Personal Injury;Business;Consumer;Trial;Commercial Litigation;Environmental and Land Use;Litigation/Trial Advocacy/Advocacy
0030e00002EMD4lAAH,Family;Child and Family;Marital and Family;Adoption
0036000001RhE8PAAV, Securities; Bankruptcy; Construction; Personal Injury;Workers Compensation; Business Transactional; General Practice; Business Litigation
0030e00002EMDAOAA5,Criminal;Real Estate;Bankruptcy;Personal Injury
0030e00002EMDAXAA5,Aviation;Banking;Real Estate/Land Development;Construction;Real Estate
0030e00002EMDAfAAP,Product Liability;Insurance;General Practice;Civil Trial;Personal Injury;Guardianship;Contracts;Litigation/Trial Advocacy/Advocacy
0030e00002EML9MAAX,Appellate Practice;Trial;Litigation/Trial Advocacy/Advocacy
0030e00002EML9OAAX,Insurance;Criminal;Personal Injury
0030e00002EML9TAAX,Criminal;Commercial Litigation;International
0030e00002EML9bAAH,Probate and Trust Litigation;Estate Planning;Guardianship; Trusts and Estates;Wills;Elder;Real Estate
0030e00002EMDEKAA5,International;Admiralty and Maritime;Civil Litigation;Construction;Business;Trial;Criminal
0030e00002EMDESAA5,Child and Family;Family;Appellate Practice;Marital and Family
0030e00002EMDETAA5,Commercial Litigation;Civil Litigation
0030e00002EMDEUAA5,Probate and Trust Litigation;Real Estate;Bankruptcy
0030e00002EMDEVAA5,Contracts;Health
0030e00002EMDKFAA5,Labor and Employment;Equal Opportunities;General Practice;Corporate;Civil Litigation;Civil Trial;Personal Injury;Research;Business;Employee Benefits;Civil Rights;Trial;Contracts;Litigation/Trial Advocacy/Advocacy
0030e00002EMDKGAA5,Child and Family;Probate and Trust Litigation;Trusts and Estates;Family;Corporate;Civil Litigation;Estate Planning; Trusts and Estates;Business;Consumer;Wills;Contracts;Marital and Family;Adoption
0030e00002EMDPRAA5,Entertainment; Arts and Sports
0030e00002EMDUtAAP,Corporate;Real Estate/Land Development;Construction;Estate Planning;Contracts;Intellectual Property
0030e00002EMDUxAAP,Business;Real Estate;Immigration and Nationality
0030e00002EMDV3AAP,Tax;Civil Litigation; Trusts and Estates;Business;Wills;Real Estate
0030e00002EMDV9AAP,Criminal Appellate;Personal Injury;Appellate Practice;Civil Rights;Criminal
0030e00002EMDVDAA5,Business;Arbitration;Securities
0030e00002EMDaFAAX,Immigration and Nationality;Corporate;Personal Injury;Contracts;Real Estate
0030e00002EMDaLAAX,Probate and Trust Litigation;Criminal Appellate;Civil Litigation;Trial;Criminal
0030e00002EMDaUAAX,Insurance;Consumer;Real Estate;Civil Rights
0030e00002EMDfhAAH,Trial;Litigation/Trial Advocacy/Advocacy
0030e00002EMDfrAAH,Probate and Trust Litigation;Real Estate;Estate Planning
0030e00002EMDfxAAH,Product Liability;Civil Litigation;Personal Injury
0030e00002EMDfyAAH,Trusts and Estates;Estate Planning
0030e00002EMDlNAAX,Probate and Trust Litigation;Family;Civil Litigation;Trial;Real Estate
0030e00002EMDlRAAX,Labor and Employment;Government Administration and Regulation;Military;Professional Liability;Administrative
0030e00002EMDlVAAX,Medical Malpractice;Civil Trial;Personal Injury
0030e00002EMDlWAAX,Debtor and Creditor;Commercial Litigation;Civil Litigation;Bankruptcy
0030e00002EMDlaAAH,Criminal;Family
0030e00002EMDlcAAH,Arbitration;Product Liability;Insurance;Admiralty and Maritime;Civil Litigation;Civil Trial;Personal Injury;Appellate Practice;Civil Rights;Trial;Commercial Litigation;Litigation/Trial Advocacy/Advocacy
0030e00002EMDqlAAH,Mediation;Estate Planning;Personal Injury
0030e00002EMDqpAAH,Banking;Labor and Employment;Product Liability;Insurance;Civil Litigation;Civil Trial;Construction;Personal Injury;Appellate Practice;Business;Commercial Litigation;Toxic Torts;Civil Rights;Contracts;Legal Malpractice;Professional Liability;Administrative
0030e00002EMDqsAAH,Civil Litigation;Civil Trial;Appellate Practice;Business;Contracts;Commercial Litigation;Real Estate
0030e00002EMKi1AAH, Wills and Trusts; Personal Injury; Tax; Employment;General Practice; Criminal; Civil Rights; Immigration; Family
0030e00002EMKi5AAH, Health and Elder Care; Intellectual Property; Insurance; Bankruptcy;; Construction; Workers Compensation; Tax; Environmental; Real Estate; Personal Injury; Administrative; Business Transactional; General Practice;Criminal; Government; Business Litigation
0030e00002EMKiDAAX, Wills and Trusts; General Practice;Personal Injury
0030e00002EMKujAAH,Commercial Litigation;Personal Injury
0030e00002EMKurAAH,Zoning; Planning and Land Use;City/County/Local Government;Family;Civil Litigation;Business;Administrative;Environmental and Land Use
0030e00002EMKusAAH,Child and Family;Public Interest;Estate Planning;Guardianship;Health; Trusts and Estates;Wills;Elder
0030e00002EMKuzAAH,Insurance;Civil Trial;Personal Injury
0030e00002EMKv4AAH,Insurance;Civil Litigation;Personal Injury
0033000000HXq2KAAT, Bankruptcy; Wills and Trusts; Employment; Real Estate; Business Transactional;Business Litigation; General Practice
0030e00002EMCzmAAH,Tax;Mergers and Acquisitions;Probate and Trust Litigation;Corporate;Estate Planning; Trusts and Estates;Wills;Real Estate
0030e00002EMCztAAH,Zoning; Planning and Land Use;Government and Public Policy;Real Estate/Land Development;Government Contracts;Law and Government/Procurement;Government and Administrative
0030e00002EMD01AAH,Criminal;Appellate Practice;Criminal Appellate
0030e00002EMD02AAH,Criminal;Appellate Practice;Criminal Appellate
0030e00002EMD4tAAH,Criminal;Family;Criminal Appellate
0030e00002EMD4pAAH,Business;International Business;Commercial Litigation;Corporate
0030e00002EMD4vAAH,Professional Liability;Commercial Litigation;Civil Litigation;Product Liability
0030e00002EMD4xAAH,Debtor and Creditor;Real Estate
0030e00002EMD4zAAH,Insurance;Family;Civil Litigation;Civil Trial;Personal Injury
0030e00002EMD50AAH,Contracts;Business;Consumer;Personal Injury
0030e00002EMD53AAH,Corporate;Estate Planning;Business;Contracts;Real Estate
0030e00002EMDAmAAP,Criminal;Personal Injury
0030e00002EMDAhAAP,Health;Education;Corporate
0030e00002EMDArAAP,Contracts;Business;Tax;Business and Taxation
0030e00002EMDAvAAP,Commercial Litigation;Civil Litigation;Construction
0030e00002EMDB0AAP,Zoning;Election;Government Administration and Regulation; Planning and Land Use;Government and Public Policy;Government;Law and Government/Procurement;Government and Administrative; Campaign and Political
0030e00002EML9kAAH,State and Federal Government and Administrative Practice;Civil Litigation;Civil Trial;Appellate Practice;Business;Commercial Litigation;Trial;Administrative;Real Estate;Litigation/Trial Advocacy/Advocacy
0030e00002EMLA3AAP,Criminal;Civil Litigation;Personal Injury
0030e00002EMDEeAAP,Family;Appellate Practice
0030e00002EMDEhAAP,Global Technology;Technology and Science;Education;Corporate;Business;Internet;Intellectual Property
0030e00002EMDEiAAP,Probate and Trust Litigation;Business;Corporate;Estate Planning
0030e00002EMDEmAAP,Labor and Employment;Insurance;Civil Litigation;Civil Trial;Personal Injury;Business;Contracts;Litigation/Trial Advocacy/Advocacy
0030e00002EMDEtAAP,Education;Labor and Employment;Immigration and Nationality;International Business
0030e00002EMDEvAAP,International;Mergers and Acquisitions;Corporate;Civil Litigation;Civil Trial;Debtor and Creditor;Business;Trial;Commercial Litigation;Environmental and Land Use
0030e00002EMDKPAA5,Dispute Resolution;Aviation;Arbitration;General Practice;City/County/Local Government;Eminent Domain;Corporate;Civil Litigation;Civil Trial;Construction;Debtor and Creditor;Business;Commercial Litigation;Contracts;Administrative;Environmental and Land Use
0030e00002EMDKWAA5,Business and Taxation;Trusts and Estates;International Taxation;Estate Planning;Health; Trusts and Estates;Wills;Tax
0030e00002EMDKZAA5,Election;International;International and Comparative;Internation;City/County/Local Government;Finance and Investments;Corporate;Government and Public Policy;Business;Inter-American;Contracts; Campaign and Political;Intercultural/International Human Rights
0030e00002EMDKaAAP,Wills;Contracts;Real Estate; Trusts and Estates
0030e00002EMDPkAAP,Tax;Real Estate
0030e00002EMDQ0AAP,Insurance;Commercial Litigation;Construction;Product Liability
0030e00002EMDVJAA5,Finance and Investments;Corporate;Business;Securities;Contracts
0030e00002EMDVKAA5,Insurance;Civil Litigation;Consumer;Personal Injury
0030e00002EMDVMAA5,Probate and Trust Litigation;Trusts and Estates;Estate Planning;Guardianship; Trusts and Estates;Wills;Elder;Real Estate
0030e00002EMDVNAA5,Trusts and Estates;Estate Planning
0033000000HXqTfAAL, Health and Elder Care; Insurance; Bankruptcy; Construction; Personal Injury; Employment; Real Estate;Workers Compensation; Business Transactional; Medical Malpractice; General Practice; Business Litigation; Professional Practices
0030e00002EMDVOAA5, Environment/Natural Resources;Tr;Labor and Employment;Global Technology;Technology and Science;Corporate;Energy;Copyright;Business;Patent;Contracts;Occupational Safety and Health;Environmental and Land Use;Intellectual Property;Biotechnology and Genomics
0030e00002EMDaiAAH,Criminal;Family;Real Estate;Estate Planning
0030e00002EMDalAAH,Family;Child and Family
0030e00002EMDg1AAH,Product Liability;Admiralty and Maritime;Personal Injury;Medical Malpractice;Trial;Legal Malpractice;Professional Liability
0030e00002EMDgFAAX,Criminal;General Practice;Litigation/Trial Advocacy/Advocacy
0030e00002EMDgJAAX,General Practice;Litigation/Trial Advocacy/Advocacy
0030e00002EMDleAAH,Commercial Litigation;Tax;Bankruptcy
0030e00002EMDloAAH,Insurance;Family;Personal Injury;Medical Malpractice;Military;Marital and Family;Mediation
0030e00002EMDltAAH,Real Estate/Land Development;Real Estate
0030e00002EMDr5AAH,Real Estate/Land Development;Estate Planning; Trusts and Estates;Wills;Real Estate
0030e00002EMDrGAAX,Probate and Trust Litigation;Immigration and Nationality
0030e00002EMKiJAAX, Insurance; Bankruptcy; Securities; Business Transactional;Business Litigation; General Practice
0030e00002EMKiaAAH, Business Litigation;Personal Injury
0030e00002EMKv6AAH,Insurance;Civil Litigation;Civil Trial;Personal Injury;Workers' Compensation;Trial;Litigation/Trial Advocacy/Advocacy
0030e00002EMKv9AAH,Entertainment;Commercial Litigation; Arts and Sports;Insurance
0030e00002EMKvGAAX,T;Business and Taxation;Probate and Trust Litigation;General Practice;Civil Litigation;Civil Trial;Research;Guardianship;Business;Law and Economics;Contracts;Commercial Litigation;Intercultural/International Human Rights;Litigation/Trial Advocacy/Advocacy
0030e00002EMKvIAAX,Civil Litigation;Personal Injury;Civil Rights;Trial;Contracts;Litigation/Trial Advocacy/Advocacy
0034y00002CSqGeAAL, Personal Injury; Employment;General Practice; Criminal; Family
0034y00002CSljWAAT, Health and Elder Care; Insurance; Bankruptcy; Personal Injury; Employment; Transportation; Business Transactional;Business Litigation; General Practice; Family
0030e00002EMKvLAAX,Personal Injury;Criminal;Civil Trial;Litigation/Trial Advocacy/Advocacy
0030e00002EMKvUAAX,Constitutional;Dispute Resolution;City/County/Local Government;Corporate;Civil Litigation;Civil Trial;Education;Appellate Practice;Business;Equ;Civil Rights;Consumer;Entertainment;Contracts;Commercial Litigation; Arts and Sports;Environmental and Land Use
0030e00002EMD09AAH,Insurance;Civil Litigation;Civil Trial;Personal Injury;Trial;Litigation/Trial Advocacy/Advocacy
0030e00002EMD0DAAX,Criminal;Health;Civil Litigation
0033000000HXrVnAAL, Construction; Employment; Real Estate;Business Litigation; General Practice
0030e00002EMD0JAAX,Trusts and Estates;Elder;Estate Planning
0030e00002EMD0MAAX,Aviation;Professional Liability;Construction;Product Liability
0030e00002EMD5DAAX,Debtor and Creditor;Real Estate;Consumer
0030e00002EMD5MAAX,Banking;Civil Litigation;Debtor and Creditor;Bankruptcy;Commercial Litigation
0030e00002EMD5NAAX,General Practice;Civil Trial;Bankruptcy;Contracts;Real Estate
0033000000HXpm5AAD,General Practice; Criminal
0030e00002EMDBBAA5,Criminal;Criminal Appellate
0030e00002EMLGjAAP,Medical Malpractice;Personal Injury
0030e00002EMLGkAAP,Commercial Litigation;Construction;Personal Injury
0030e00002EMLGoAAP,Administrative;Corporate;Civil Litigation;Real Estate/Land Development;Debtor and Creditor;Business;Bankruptcy;Contracts;Commercial Litigation;Real Estate
0030e00002EMLGsAAP,Probate and Trust Litigation;Trusts and Estates;Estate Planning; Trusts and Estates;Wills;Real Estate
0030e00002EMLGvAAP,Civil Litigation;Estate Planning;Debtor and Creditor;Guardianship;Real Estate;Bankruptcy;Mediation
0030e00002EMLGxAAP,Personal Injury;Civil Litigation;Litigation/Trial Advocacy/Advocacy
0030e00002EMDF0AAP,Contracts;Business;Corporate;Real Estate/Land Development
0030e00002EMDFAAA5,Wills; Trusts and Estates;Tax
0030e00002EMDFDAA5,Government;Corporate;Civil Litigation;Consumer
0030e00002EMDKmAAP,Child and Family;General Practice;Family;Personal Injury;Business;Marital and Family;Commercial Litigation;Real Estate
0030e00002EMDKoAAP,Corporate;Estate Planning;Personal Injury
0030e00002EMDKuAAP,Contracts;Business;Commercial Litigation;Corporate
0030e00002EMDQ3AAP,Banking;Litigation/Trial Advocacy/Advocacy
0030e00002EMDVaAAP,Criminal Appellate;Personal Injury;Civil Rights;Entertainment;Criminal; Arts and Sports
0030e00002EMDVhAAP,Constitutional;Criminal;Appellate Practice
0030e00002EMDVlAAP,Commercial Litigation;Admiralty and Maritime;Intellectual Property
0030e00002EMDb0AAH,Product Liability;Civil Litigation;Civil Trial;Personal Injury;Medical Malpractice
0030e00002EMDb5AAH,Family;Criminal;Child and Family
0030e00002EMDgVAAX,Zoning;Banking;Mergers and Acquisitions; Planning and Land Use;Finance and Investments;Real Estate/Land Development;Trademark;Copyright;Business;Securities;Contracts;Real Estate;Intellectual Property
0030e00002EMDm0AAH,Civil Litigation;Business;Consumer;Commercial Litigation;Real Estate;Litigation/Trial Advocacy/Advocacy
0030e00002EMDlyAAH,Constitutional;;Child and Family;Arbitration;Criminal;City/County/Local Government;Eminent Domain;American and International;Civil Litigation;Civil Trial;Corporate;Elder;Appellate Practice;Business;Comparative;Entertainment;Contracts;Commercial Litigation
0030e00002EMDrbAAH,Trusts and Estates;Corporate;Real Estate/Land Development;Estate Planning; Trusts and Estates;Business;Wills;Contracts;Real Estate
0030e00002EMKijAAH,Tax;Business and Taxation;Estate Planning
0030e00002EMKiuAAH,Dispute Resolution;Civil Litigation;Debtor and Creditor;Business;Consumer;Bankruptcy;Contracts;Commercial Litigation;Real Estate
0030e00002EMKixAAH,Family;Civil Litigation;Civil Trial;Personal Injury;Medical Malpractice;Legal Malpractice;Commercial Litigation
0030e00002EMKvVAAX,Product Liability;Personal Injury;Medical Malpractice;Trial;Professional Liability
0030e00002EMKvZAAX,Wills; Trusts and Estates;Tax
0030e00002EMKviAAH,Wills; Trusts and Estates;Tax;Estate Planning
0030e00002EMKvkAAH,Product Liability;Civil Trial;Personal Injury
0030e00002EMKvlAAH,Criminal;Family;Civil Litigation
0030e00002EMD0RAAX,Trial;Family;Real Estate;Marital and Family
0030e00002EMD0SAAX,Tax;Mergers and Acquisitions;Probate and Trust Litigation;Corporate;Estate Planning; Trusts and Estates;Wills;Real Estate
0030e00002EMD0XAAX,Business;International Business;Commercial Litigation;Corporate
0033000000HXnZcAAL, Health and Elder Care; Insurance; General Practice;Personal Injury
0030e00002EMD0fAAH,Insurance;Corporate;Civil Litigation;Construction;Contracts;Commercial Litigation
0030e00002EMD0gAAH,Dispute Resolution;Arbitration;General Practice;Corporate;Trademark;Copyright;Business;Contracts;Commercial Litigation;Litigation/Trial Advocacy/Advocacy
0030e00002EMD0hAAH,Business;International Business;Commercial Litigation;Corporate
0030e00002EMD0iAAH,Labor and Employment;Insurance;Admiralty and Maritime;Civil Litigation;Personal Injury
0030e00002EMD5UAAX,Insurance;Commercial Litigation;Personal Injury
0030e00002EMD5bAAH, Insurance;Appellate; Personal Injury; Litigation; Torts; Legal Research and Writing
0030e00002EMD5cAAH,Labor and Employment;Insurance;Admiralty and Maritime;Civil Litigation;Personal Injury
0030e00002EMD5gAAH, Bankruptcy; Real Estate; Business Transactional;Business Litigation; General Practice
0033000000HXmMjAAL, Criminal;Family; General Practice; Employment
0030e00002EMD5kAAH, Health and Elder Care; Bankruptcy; Wills and Trusts; Real Estate; Business Transactional;Business Litigation; General Practice
0036000001RgxJjAAJ, General Practice;Immigration
0030e00002EMDBRAA5,Insurance;Civil Trial;Personal Injury
0030e00002EMDBWAA5,Criminal Appellate;Civil Rights
0036000001RgxJqAAJ,Real Estate; General Practice; Tax
0030e00002EMDBcAAP,Business and Taxation;Trusts and Estates;Civil Litigation;Estate Planning; Trusts and Estates;Business;Wills;Contracts;Tax;Litigation/Trial Advocacy/Advocacy
0030e00002EMLH6AAP,Insurance;Civil Litigation;Personal Injury;Medical Malpractice;Legal Malpractice;Professional Liability
0033000000HXmN4AAL, General Practice; Criminal;Immigration
0030e00002EMLH8AAP,Admiralty and Maritime;Personal Injury
0030e00002EMLHDAA5,Criminal;Criminal Appellate
0030e00002EMLHOAA5,Product Liability;Insurance;Civil Litigation;Civil Trial;Personal Injury;Medical Malpractice;Workers' Compensation;Toxic Torts;Contracts;Legal Malpractice;Research
0030e00002EMLHPAA5,International;International Business;American Law for Foreign Lawyers;Copyright;Business;Media;Trademark;Entertainment;Contracts;Internet; Arts and Sports;Intellectual Property
0030e00002EMLHQAA5,Trademark;Copyright;Patent;Trial;Intellectual Property
0030e00002EMDFQAA5,Corporate;Civil Litigation;Construction;Business;Contracts;Commercial Litigation
0030e00002EMDFSAA5,Securities;Corporate
0030e00002EMDFUAA5,Arbitration;Labor and Employment;Construction;Health;Business;Contracts;Commercial Litigation;Litigation/Trial Advocacy/Advocacy
0030e00002EMDL8AAP,Contracts;Business;Commercial Litigation;Civil Litigation
0030e00002EMDLAAA5,Child and Family;Family;Criminal Appellate;Civil Litigation;Civil Trial;Personal Injury;Trial;Criminal;Marital and Family
0030e00002EMDLIAA5,Law; Religion and Culture;General Practice;Family;Estate Planning;Guardianship;Health; Trusts and Estates;Wills;Elder;Marital and Family;Real Estate
0030e00002EMDLKAA5,Family;Child and Family;Civil Litigation
0030e00002EMDLNAA5,Child and Family;General Practice;Family;Mediation;Adoption
0030e00002EMDQTAA5,Labor and Employment;Equal Opportunities;City/County/Local Government;Government;Government and Administrative
0030e00002EMDQQAA5,Family;Marital and Family;Immigration and Nationality;Personal Injury
0030e00002EMDQeAAP,General Practice;Real Estate/Land Development;Estate Planning;Real Estate;Environmental and Land Use
0030e00002EMDQfAAP,Child and Family;Family;Trial;Criminal;Marital and Family
0030e00002EMDW1AAP,Personal Injury;Civil Litigation;Trial;Litigation/Trial Advocacy/Advocacy
0033000000HXrWQAA1,General Practice; Environmental; Administrative; Transportation; Government
0030e00002EMDW6AAP,Immigration and Nationality;Trusts and Estates;General Practice;Family;Corporate;Estate Planning;American Law for Foreign Lawyers;Business;Marital and Family;Government and Administrative
0030e00002EMDWCAA5,Wills; Trusts and Estates;Civil Litigation
0030e00002EMDWDAA5,Criminal;Criminal Appellate;Trial
0030e00002EMDbJAAX,Debtor and Creditor;Business;Contracts;Commercial Litigation;Real Estate;Litigation/Trial Advocacy/Advocacy
0030e00002EMDbOAAX,International;Administrative;Civil Litigation;Immigration and Nationality
0030e00002EMDbPAAX,Arbitration;Health Administration;Government Administration and Regulation;Government and Public Policy;Health;Government and Administrative
0030e00002EMDbZAAX,Criminal;Criminal Appellate;Trial;Litigation/Trial Advocacy/Advocacy
0030e00002EMDglAAH,Probate and Trust Litigation;Trusts and Estates;Estate Planning
0030e00002EMDgnAAH,Business;Corporate;Real Estate
0030e00002EMDgrAAH,Admiralty and Maritime;Civil Litigation;Civil Trial;Appellate Practice;Business;Commercial Litigation;Real Estate
0030e00002EMDgsAAH,Immigration and Nationality;Mergers and Acquisitions;Probate and Trust Litigation;General Practice;Trusts and Estates;Corporate;Legal Studies;Estate Planning;Trademark; Trusts and Estates;Business;Government Contracts;Wills;Contracts;Real Estate
0030e00002EMDgzAAH,Child and Family;Criminal;Immigration and Nationality;Family;Personal Injury; Trusts and Estates;Business;Bankruptcy;Wills;Contracts;Marital and Family;Real Estate
0030e00002EMDh6AAH,Criminal;Real Estate;Bankruptcy
0030e00002EMDmKAAX,Insurance;Civil Litigation;Civil Trial;Personal Injury;Trial;Contracts;Professional Liability
0030e00002EMDmRAAX,Contracts;Real Estate;Civil Litigation;Personal Injury
0030e00002EMDmZAAX,Child and Family;Insurance;Family;Corporate;Civil Litigation;Contracts;Marital and Family
0030e00002EMDmcAAH,Civil Litigation;Bankruptcy
0030e00002EMDrhAAH, Intellectual Property; Securities; Bankruptcy;Cyberspace; Business Transactional; General Practice; Government; Business Litigation
0030e00002EMDrmAAH, General Practice;Immigration
0030e00002EMDrpAAH, Civil Rights;Intellectual Property
0036000001RgxAyAAJ,Aviation;Probate and Trust Litigation;General Practice;Family;Admiralty and Maritime;Civil Litigation;Civil Trial;Estate Planning;Real Estate/Land Development;Appellate Practice;Business;Commercial Litigation;Real Estate;Litigation/Trial Advocacy/Advocacy
0030e00002EMKj8AAH,Criminal;Insurance;Civil Litigation;Personal Injury;Trial;Contracts
0030e00002EMKjBAAX,Contracts;Arbitration;Construction;Litigation/Trial Advocacy/Advocacy
0030e00002EMKjHAAX,Insurance;Civil Litigation;Personal Injury
0030e00002EMKjNAAX,Civil Litigation; Trusts and Estates;Business;Bankruptcy;Wills;Real Estate
0030e00002EMKw7AAH,Finance and Investments;Arbitration;Securities
0030e00002EMKw8AAH,Debtor and Creditor;Wills;Civil Litigation; Trusts and Estates
0030e00002EMKwAAAX,Immigration and Nationality;Insurance;State and Federal Government and Administrative Practice; Trusts and Estates;Workers' Compensation;Wills;Government and Administrative;Administrative
0036000001Rgxc1AAB, Employment;General Practice; Administrative; Government; Family
0030e00002EMD0nAAH,Insurance;Civil Litigation;Personal Injury;Criminal;Commercial Litigation
0030e00002EMD0pAAH,Insurance;Appellate Practice;Civil Litigation
0030e00002EMD0vAAH,General Practice;Family;Civil Litigation;Debtor and Creditor;Contracts;Marital and Family;Real Estate;Litigation/Trial Advocacy/Advocacy
0030e00002EMD0zAAH,Immigration and Nationality;Family;Civil Litigation;Personal Injury;Trial;Criminal
0030e00002EMD6KAAX, Health;Appeals; Environmental/Natural   Resources/Transportation; Labor/Employment; Criminal; Torts/Personal   Injury/Property Damage; Trial Practice; Business/Corporations
0030e00002EMD6MAAX, Business Litigation;Personal Injury
0030e00002EMD6TAAX, Bankruptcy; Wills and Trusts; Construction; Tax; Personal Injury; Real Estate;Workers Compensation; Business Transactional; General Practice; Business Litigation
0030e00002EMD6VAAX, Real Estate; Criminal;Environmental; General Practice
0030e00002EMD6eAAH, Patent/ Trademark/ Copyright;Intellectual Property
0030e00002EMD6fAAH, Construction; Corporate; International; Oil; Gas & Energy;Business/ Commercial; Contracts
0030e00002EMDBtAAP,Probate and Trust Litigation;Trusts and Estates;Estate Planning;Guardianship; Trusts and Estates;Wills;Elder
0030e00002EMLHaAAP,Civil Litigation;Consumer;Contracts;Commercial Litigation;Real Estate
0030e00002EMLHnAAP,Labor and Employment;Insurance;Civil Litigation;Workers' Compensation;Government and Administrative;Administrative
0030e00002EMLHoAAP,Probate and Trust Litigation;Trusts and Estates;Estate Planning;Guardianship; Trusts and Estates;Wills;Elder
0030e00002EMDFgAAP,Labor and Employment;Civil Litigation
0030e00002EMDFkAAP,Child and Family;Labor and Employment;Equal Opportunities;General Practice;Family;Insurance;Corporate;Civil Litigation;Product Liabi;Medical Malpractice;Appellate Practice;Business;Contracts;Marital and Family;Mediation;Adoption;Biotechnology and Genomics
0030e00002EMDFnAAP,Criminal;Military
0030e00002EMDFoAAP,Arbitration;Trademark;Agricultural;Appellate Practice;Business;Copyright;Patent;Contracts;Commercial Litigation;Mediation;Intellectual Property
0030e00002EMDFqAAP,Wills; Trusts and Estates
0030e00002EMDLUAA5,Labor and Employment;Probate and Trust Litigation;Civil Litigation;Civil Trial;Appellate Practice;Business;Professional Liability;Commercial Litigation;Litigation/Trial Advocacy/Advocacy
0036000001Rgy3XAAR, Bankruptcy; Wills and Trusts; Tax; Real Estate; Business Transactional;Business Litigation; General Practice
0033000000HXnZxAAL, Real Estate;Wills and Trusts; General Practice
0033000000HXnZyAAL, Insurance; Personal Injury; Administrative;Medical Malpractice; General Practice; Civil Rights; Professional Practices; Product Liability; Family
0033000000HXnZzAAL, Health and Elder Care; Insurance; Personal Injury; Constitutional;Medical Malpractice; General Practice; Civil Rights; Product Liability
0030e00002EMDQnAAP,Probate and Trust Litigation;General Practice;Family;Trusts and Estates;Estate Planning;Guardianship;Business;Elder;Real Estate
0033000000HXna7AAD, Wills and Trusts; Personal Injury; Real Estate; Administrative; Business Transactional;Business Litigation; General Practice; Civil Rights; Family
0030e00002EMDQrAAP,Civil Trial;Personal Injury
0030e00002EMDQvAAP,Trademark;Copyright;Trial;Intellectual Property;Litigation/Trial Advocacy/Advocacy
0030e00002EMDQzAAP,Immigration and Nationality;Insurance;General Practice;Civil Litigation;Personal Injury;Marital and Family;Real Estate
0030e00002EMDR0AAP,Constitutional;Labor and Employment;State and Federal Government and Administrative Practice;City/County/Local Government;Civil Rights;Government and Administrative
0030e00002EMDWGAA5,Real Estate;General Practice;Corporate;Civil Litigation
0030e00002EMDWMAA5,Family;Real Estate;Civil Litigation
0030e00002EMDWOAA5,Civil Litigation;Personal Injury;Media;Entertainment;Criminal; Arts and Sports
0030e00002EMDWQAA5,Child and Family;Trusts and Estates;General Practice;Family;Civil Litigation;Civil Trial;Criminal;Marital and Family
